Suburb,Postcode,Lat,Lng,Domain_id,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,auctionNumberWithdrawn,daysOnMarket,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
Tesbury,3260,-38.1491105,143.1319209,39747,,1.0,770000.0,770000.0,,1.0,790000.0,790000.0,1.0,,,,,,,
The Basin,3154,-37.8534742,145.3198788,39797,959000.0,18.0,1360000.0,730000.0,800000.0,21.0,1300000.0,690000.0,10.0,7.0,,,,6.0,620.0,250.0
The Gurdies,3984,-38.3114378,145.5579927,39817,,2.0,640000.0,500000.0,,4.0,1400000.0,470000.0,,,,,,,,
The Patch,3792,-37.8887708,145.3973329,39857,,1.0,1015000.0,1015000.0,,5.0,2450000.0,730000.0,,,,,,1.0,460.0,460.0
Thomastown,3074,-37.6837819,145.0107588,39897,728000.0,56.0,1200000.0,478000.0,700000.0,74.0,2000000.0,440000.0,36.0,17.0,,25.0,380.0,130.0,1776.0,8.0
Thomson,3219,-38.176358,144.3849841,39907,,8.0,783000.0,430000.0,,12.0,699000.0,475000.0,6.0,5.0,,,375.0,16.0,640.0,330.0
Thornbury,3071,-37.7600493,145.0080039,39937,1463000.0,66.0,2465000.0,340000.0,1275000.0,89.0,2400000.0,325000.0,60.0,41.0,,37.0,600.0,161.0,1300.0,250.0
Thorpdale,3835,-38.2926842,146.1812023,39977,,3.0,800000.0,295000.0,,5.0,810000.0,355000.0,,,,,,,,
Three Bridges,3797,-37.8447909,145.702282,40007,,,,,,1.0,1350000.0,1350000.0,,,,,,1.0,440.0,440.0
Timor,3465,-37.0550295,143.6935405,40127,,2.0,628000.0,628000.0,,2.0,630000.0,630000.0,,,,,,,,
Tinamba,3859,-37.920365,146.8985944,40157,,1.0,365000.0,365000.0,,4.0,450000.0,365000.0,,,,,,,,
Tongala,3621,-36.2331845,144.9832134,40267,330000.0,11.0,510000.0,220000.0,299000.0,18.0,500000.0,185000.0,,,,,,5.0,350.0,18.0
Tooborac,3522,-37.0314398,144.7631754,40327,,2.0,1250000.0,800000.0,,4.0,1250000.0,780000.0,,,,,,,,
Toolamba,3614,-36.4899607,145.325409,40337,,4.0,615000.0,275000.0,,4.0,590000.0,285000.0,1.0,1.0,,,,2.0,350.0,350.0
Toolamba West,3614,-36.4899607,145.325409,40347,,,,,,1.0,465000.0,465000.0,,,,,,,,
Toolangi,3777,-37.5848772,145.5136433,40357,,2.0,1490000.0,932000.0,,3.0,1380000.0,795000.0,,,,,,,,
Toolern Vale,3337,-37.6095412,144.5875645,40367,,,,,,5.0,3800000.0,1350000.0,,,,,,1.0,650.0,650.0
Toolleen,3551,-36.8021738,144.4779988,40377,,1.0,305000.0,305000.0,,2.0,1850000.0,300000.0,,,,,,,,
Toolong,3285,-38.2498873,141.9822579,40397,,,,,,1.0,865000.0,865000.0,,,,,,,,
Toongabbie,3856,-38.0326139,146.5392256,40407,,8.0,1001000.0,389000.0,720000.0,13.0,1380000.0,389000.0,,,,,,,,
Toora,3962,-38.6183432,146.3488562,40417,,5.0,540000.0,360000.0,,9.0,595000.0,360000.0,,,,,,,,
Tooradin,3980,-38.2092442,145.3917982,40437,,6.0,1100000.0,645000.0,,8.0,1100000.0,600000.0,,,,,,4.0,500.0,370.0
Toorak,3142,-37.8432402,145.0190242,40457,4748000.0,28.0,15200000.0,1235000.0,5500000.0,94.0,33300000.0,465000.0,15.0,5.0,,40.0,1200.0,46.0,,350.0
Toorloo Arm,3909,-37.8136883,148.0299382,40467,,1.0,665000.0,665000.0,,3.0,1250000.0,565000.0,,,,,,,,
Tootgarook,3941,-38.3862088,144.8181305,40487,995000.0,32.0,1704000.0,753000.0,1000000.0,46.0,1600000.0,83000.0,15.0,11.0,,17.0,495.0,11.0,650.0,395.0
Torquay,3228,-38.3419249,144.2374759,40507,1350000.0,93.0,5800000.0,780000.0,1260000.0,136.0,5700000.0,682000.0,15.0,9.0,,27.0,650.0,90.0,980.0,300.0
Torrumbarry,3562,-36.0471946,144.5437205,40527,,1.0,880000.0,880000.0,,,,,,,,,,,,
Tourello,3363,-37.409312,143.8780526,40567,,1.0,465000.0,465000.0,,1.0,430000.0,430000.0,,,,,,,,
Towong,3707,-36.4104992,147.9162555,40617,,1.0,580000.0,580000.0,,2.0,700000.0,600000.0,,,,,,,,
Trafalgar,3824,-38.2177192,146.1812023,40637,530000.0,19.0,765000.0,390000.0,547000.0,31.0,950000.0,380000.0,1.0,1.0,,,410.0,11.0,500.0,70.0
Traralgon East,3844,-38.2728501,146.5840737,40697,,8.0,885000.0,550000.0,777000.0,12.0,1295000.0,550000.0,,,,,,3.0,580.0,420.0
Traralgon South,3844,-38.2728501,146.5840737,40717,,2.0,810000.0,695000.0,,4.0,925000.0,650000.0,,,,,,,,
Travancore,3032,-37.7773364,144.9006313,40727,,3.0,2375000.0,1336000.0,,4.0,2450000.0,1000000.0,3.0,2.0,,,550.0,11.0,920.0,335.0
Trawool,3660,-37.0435482,145.2480193,40747,,,,,,1.0,790000.0,790000.0,,,,,,,,
Trentham,3458,-37.459275,144.3685809,40787,1022000.0,11.0,1320000.0,550000.0,995000.0,22.0,1395000.0,449000.0,1.0,,,,,4.0,550.0,390.0
Trentham East,3458,-37.459275,144.3685809,40807,,1.0,2450000.0,2450000.0,,3.0,2025000.0,1125000.0,,,,,,1.0,1500.0,1500.0
Tresco,3583,-35.5135995,143.6827007,40827,,1.0,269000.0,269000.0,,1.0,259000.0,259000.0,,,,,,,,
Truganina,3029,-37.8282806,144.7082568,40897,635000.0,205.0,1165000.0,370000.0,600000.0,831.0,1200000.0,70000.0,41.0,19.0,,63.0,400.0,414.0,650.0,275.0
Tuerong,3915,-38.3059216,145.1265477,40927,,,,,,1.0,8400000.0,8400000.0,,,,,,1.0,650.0,650.0
Tullamarine,3043,-37.7044206,144.8786231,40947,755000.0,28.0,1365000.0,478000.0,685000.0,45.0,1000000.0,408000.0,26.0,15.0,,53.0,428.0,76.0,2009.0,290.0
Tungamah,3728,-36.1554528,145.9135867,40977,,,,,,1.0,129000.0,129000.0,,,,,,,,
Tyaak,3658,-37.2372916,145.093449,41037,,1.0,900000.0,900000.0,,1.0,900000.0,900000.0,,,,,,,,
Tyabb,3913,-38.2651079,145.1706992,41047,,9.0,1160000.0,605000.0,788000.0,18.0,1100000.0,550000.0,3.0,,,,,6.0,920.0,380.0
Tynong,3813,-38.0477423,145.6356577,41107,,1.0,1550000.0,1550000.0,,1.0,690000.0,690000.0,,,,,,,,
Ultima,3544,-35.4401221,143.1749726,41217,,2.0,400000.0,149000.0,,3.0,425000.0,148000.0,,,,,,,,
Ulupna,3641,-35.9078595,145.4471613,41237,,1.0,1200000.0,1200000.0,,1.0,1047000.0,1047000.0,,,,,,,,
Undera,3629,-36.2976747,145.2922335,41247,,3.0,580000.0,350000.0,,3.0,535000.0,370000.0,,,,,,1.0,340.0,340.0
Underbool,3509,-35.1414078,141.7255991,41257,,1.0,260000.0,260000.0,,1.0,230000.0,230000.0,,,,,,1.0,320.0,320.0
Upper Ferntree Gully,3156,-37.9368007,145.3032906,41327,905000.0,18.0,1410000.0,681000.0,830000.0,21.0,2150000.0,638000.0,7.0,5.0,,53.0,,8.0,650.0,420.0
Upper Gundowring,3691,-36.2373927,146.9661233,41347,,,,,,1.0,745000.0,745000.0,,,,,,,,
Upper Plenty,3756,-37.4071549,144.9832134,41377,,1.0,685000.0,685000.0,,1.0,1450000.0,1450000.0,,,,,,,,
Upwey,3158,-37.9039829,145.3309395,41407,915000.0,33.0,1560000.0,660000.0,803000.0,49.0,1400000.0,100000.0,3.0,2.0,,19.0,510.0,12.0,700.0,385.0
Ventnor,3922,-38.4898703,145.2038278,41467,839000.0,10.0,1750000.0,726000.0,869000.0,22.0,2150000.0,699000.0,1.0,,,,,4.0,480.0,380.0
Venus Bay,3956,-38.675332,145.8690603,41487,643000.0,30.0,1225000.0,337000.0,675000.0,75.0,1300000.0,333000.0,,,,64.0,,,,
Vermont,3133,-37.8500602,145.1983055,41507,1218000.0,40.0,1950000.0,490000.0,1100000.0,67.0,5000000.0,440000.0,34.0,18.0,,32.0,490.0,68.0,785.0,340.0
Vermont South,3133,-37.8500602,145.1983055,41517,1500000.0,36.0,2000000.0,820000.0,1350000.0,62.0,8000000.0,680000.0,27.0,19.0,,33.0,550.0,58.0,1200.0,370.0
Viewbank,3084,-37.7436031,145.0769045,41617,1142000.0,14.0,3400000.0,695000.0,1150000.0,19.0,3400000.0,695000.0,10.0,4.0,,90.0,520.0,23.0,675.0,350.0
Violet Town,3669,-36.6078959,145.7133909,41637,,8.0,780000.0,90000.0,415000.0,10.0,795000.0,200000.0,,,,,,4.0,490.0,345.0
Vite Vite,3325,-37.9076784,143.1749726,41647,,1.0,347000.0,347000.0,,1.0,300000.0,300000.0,,,,,,,,
Waaia,3637,-35.9530351,145.2922335,41677,,1.0,156000.0,156000.0,,,,,,,,,,,,
Wahgunyah,3687,-35.9852648,146.4383942,41747,,1.0,330000.0,330000.0,,3.0,1000000.0,220000.0,,,,,,2.0,450.0,450.0
Wairewa,3887,-37.6989476,148.0299382,41787,,,,,,1.0,765000.0,765000.0,,,,,,,,
Walkerville,3956,-38.675332,145.8690603,41847,,2.0,675000.0,420000.0,,2.0,679000.0,559000.0,,,,,,,,
Walkerville North,3956,-38.675332,145.8690603,145357,,1.0,1500000.0,1500000.0,,1.0,2500000.0,2500000.0,,,,,,,,
Wallace,3352,-37.7122033,143.8671868,41877,,,,,,1.0,849000.0,849000.0,,,,,,,,
Wallan,3756,-37.4071549,144.9832134,41947,609000.0,94.0,1500000.0,369000.0,595000.0,235.0,7200000.0,67000.0,14.0,5.0,,48.0,390.0,93.0,550.0,320.0
Wallington,3222,-38.2049453,144.5875645,104537,,5.0,3400000.0,1050000.0,,10.0,3500000.0,950000.0,1.0,1.0,,,,,,
Walmer,3463,-36.9483008,143.9759139,41997,,1.0,915000.0,915000.0,,2.0,975000.0,895000.0,,,,,,,,
Walpa,3875,-37.6874281,147.5532762,42017,,,,,,1.0,640000.0,640000.0,,,,,,,,
Walpeup,3507,-35.115573,142.0639245,42027,,1.0,155000.0,155000.0,,2.0,175000.0,146000.0,,,,,,,,
Wandana Heights,3216,-38.1747227,144.3139277,42057,943000.0,12.0,1200000.0,735000.0,895000.0,17.0,1190000.0,690000.0,9.0,6.0,,,,4.0,750.0,375.0
Wandiligong,3744,-36.7907956,146.9773826,42077,,3.0,1300000.0,995000.0,,7.0,1710000.0,880000.0,,,,,,1.0,600.0,600.0
Wandin East,3139,-37.8251456,145.5579927,42097,,1.0,1690000.0,1690000.0,,1.0,1580000.0,1580000.0,,,,,,,,
Wandin North,3139,-37.8251456,145.5579927,42107,900000.0,11.0,1820000.0,765000.0,763000.0,22.0,1720000.0,650000.0,,,,10.0,,2.0,890.0,315.0
Wandong,3758,-37.3787648,145.0383133,42147,,7.0,1610000.0,625000.0,870000.0,11.0,3491000.0,650000.0,,,,,,1.0,420.0,420.0
Wangaratta,3677,-36.3742363,146.3264849,42227,470000.0,105.0,1435000.0,200000.0,495000.0,150.0,1500000.0,210000.0,1.0,,,23.0,405.0,82.0,650.0,180.0
Wantirna,3152,-37.8668518,145.220397,42327,1096000.0,60.0,1945000.0,660000.0,780000.0,109.0,5650000.0,599000.0,39.0,30.0,,25.0,470.0,77.0,850.0,350.0
Wantirna South,3152,-37.8668518,145.220397,42337,1210000.0,59.0,1700000.0,658000.0,1050000.0,81.0,3000000.0,490000.0,46.0,39.0,,21.0,500.0,93.0,910.0,330.0
Waranga Shores,3612,-36.602205,145.005249,48797,,1.0,210000.0,210000.0,,2.0,550000.0,185000.0,,,,,,,,
Waratah Bay,3959,-38.760009,146.0696009,42387,,,,,,1.0,1195000.0,1195000.0,,,,,,,,
Warburton,3799,-37.6990844,145.8023118,42407,753000.0,14.0,1175000.0,525000.0,650000.0,23.0,1100000.0,500000.0,1.0,,,32.0,,2.0,485.0,340.0
Warneet,3980,-38.2092442,145.3917982,42477,,4.0,1080000.0,560000.0,,4.0,700000.0,118000.0,,,,,,1.0,400.0,400.0
Warracknabeal,3393,-36.2167744,142.4039296,42497,250000.0,11.0,320000.0,90000.0,260000.0,22.0,615000.0,150000.0,,,,,,2.0,300.0,260.0
Warragul,3820,-38.1692482,145.9469958,42517,680000.0,125.0,4100000.0,340000.0,630000.0,263.0,2250000.0,237000.0,2.0,1.0,,27.0,400.0,90.0,550.0,310.0
Warragul West,3821,-38.0844084,146.002705,42577,,,,,,1.0,789000.0,789000.0,,,,,,,,
Warrandyte,3113,-37.7386037,145.2148736,42597,1400000.0,19.0,4300000.0,1000000.0,1360000.0,34.0,4148000.0,890000.0,5.0,3.0,,34.0,,4.0,1500.0,450.0
Warrandyte South,3134,-37.7900435,145.2424941,42617,,1.0,7200000.0,7200000.0,,4.0,8925000.0,1560000.0,,,,,,,,
Warranwood,3134,-37.7900435,145.2424941,42627,1356000.0,18.0,1935000.0,970000.0,1200000.0,27.0,1650000.0,780000.0,5.0,4.0,,29.0,660.0,12.0,870.0,440.0
Warrion,3249,-38.36853,143.4338092,42687,,1.0,380000.0,380000.0,,1.0,359000.0,359000.0,,,,,,,,
Warrnambool,3280,-38.3603292,142.4678659,42697,630000.0,149.0,3501000.0,260000.0,628000.0,222.0,4725000.0,79000.0,40.0,27.0,,35.0,450.0,106.0,,260.0
Watchem,3482,-36.1476587,142.8312661,42757,,3.0,144000.0,42000.0,,,,,,,,,,1.0,320.0,320.0
Waterford Park,3658,-37.2372916,145.093449,42807,,2.0,530000.0,340000.0,,2.0,430000.0,360000.0,,,,,,,,
Waterways,3195,-38.0005492,145.1044805,42857,,8.0,1865000.0,810000.0,1390000.0,12.0,2450000.0,670000.0,6.0,4.0,,,,8.0,875.0,510.0
Watsonia,3087,-37.7019248,145.0851764,42887,1020000.0,31.0,1280000.0,510000.0,785000.0,37.0,1200000.0,480000.0,27.0,22.0,,20.0,450.0,29.0,650.0,350.0
Watsonia North,3087,-37.7019248,145.0851764,42897,913000.0,14.0,1450000.0,760000.0,890000.0,18.0,1220000.0,590000.0,10.0,9.0,,,428.0,18.0,650.0,330.0
Watsons Creek,3097,-37.6897828,145.2369693,42907,,,,,,1.0,2350000.0,2350000.0,,,,,,,,
Wattle Bank,3995,-38.6238593,145.6023644,42927,,,,,,1.0,1800000.0,1800000.0,,,,,,,,
Wattle Glen,3096,-37.6683887,145.1872619,42957,,3.0,1065000.0,890000.0,,6.0,950000.0,830000.0,,,,,,,,
Waurn Ponds,3216,-38.1747227,144.3139277,43007,775000.0,18.0,1290000.0,530000.0,737000.0,31.0,3000000.0,380000.0,2.0,1.0,,25.0,500.0,33.0,1000.0,150.0
Weerite,3260,-38.1491105,143.1319209,43127,,1.0,350000.0,350000.0,,1.0,,,1.0,1.0,,,,,,
Welshmans Reef,3462,-37.0911657,144.0630048,43177,,1.0,920000.0,920000.0,,2.0,920000.0,725000.0,,,,,,,,
Welshpool,3966,-38.6286899,146.4383942,43187,,2.0,530000.0,364000.0,,6.0,550000.0,175000.0,,,,,,,,
Wendouree,3355,-37.5089149,143.7911684,43237,474000.0,60.0,1230000.0,290000.0,445000.0,77.0,1195000.0,270000.0,,,,30.0,350.0,83.0,600.0,210.0
Wensleydale,3241,-38.260588,143.9541563,43267,,,,,,1.0,3200000.0,3200000.0,,,,,,,,
Werona,3364,-37.3708363,143.9541563,43287,,1.0,676000.0,676000.0,,1.0,425000.0,425000.0,,,,,,,,
Werribee,3030,-37.938058,144.6753231,43317,590000.0,269.0,2400000.0,238000.0,563000.0,685.0,2800000.0,50000.0,101.0,62.0,,42.0,350.0,598.0,2520.0,270.0
Werribee South,3030,-37.938058,144.6753231,43337,763000.0,12.0,1535000.0,530000.0,748000.0,37.0,2500000.0,366000.0,3.0,3.0,,,385.0,17.0,600.0,245.0
Wesburn,3799,-37.6990844,145.8023118,43357,,5.0,920000.0,700000.0,,8.0,790000.0,508000.0,,,,,,2.0,450.0,280.0
West Bendigo,3550,-36.7665875,144.2920769,43367,,2.0,680000.0,550000.0,,3.0,875000.0,530000.0,,,,,,3.0,520.0,390.0
West Footscray,3012,-37.8146251,144.8456217,43407,966000.0,40.0,1820000.0,510000.0,863000.0,76.0,1800000.0,295000.0,32.0,16.0,,56.0,450.0,112.0,660.0,165.0
West Melbourne,3003,-37.8114504,144.9253974,43457,1280000.0,11.0,1950000.0,940000.0,1600000.0,31.0,2560000.0,395000.0,6.0,2.0,,,535.0,48.0,2000.0,55.0
West Wodonga,3690,-36.1118041,146.8423556,43497,460000.0,69.0,2500000.0,313000.0,449000.0,81.0,2500000.0,289000.0,4.0,2.0,,26.0,410.0,86.0,560.0,210.0
Westmeadows,3049,-37.6707522,144.8896264,43577,646000.0,18.0,950000.0,500000.0,593000.0,32.0,900000.0,330000.0,14.0,9.0,,22.0,410.0,36.0,,220.0
Westmere,3351,-37.6978029,143.0029169,43597,,2.0,450000.0,190000.0,,3.0,500000.0,200000.0,,,,,,,,
Wharparilla,3564,-36.1149809,144.6314321,43627,,4.0,2520000.0,193000.0,,3.0,1290000.0,173000.0,1.0,1.0,,,,,,
Wheelers Hill,3150,-37.8921876,145.1706992,43647,1385000.0,51.0,3380000.0,1115000.0,1550000.0,65.0,6250000.0,200000.0,32.0,26.0,,70.0,550.0,81.0,1300.0,375.0
White Hills,3550,-36.7665875,144.2920769,43697,561000.0,24.0,850000.0,260000.0,530000.0,33.0,750000.0,310000.0,,,,60.0,420.0,23.0,600.0,270.0
Whiteheads Creek,3660,-37.0435482,145.2480193,43707,,1.0,575000.0,575000.0,,2.0,1350000.0,1200000.0,,,,,,,,
Whitfield,3733,-36.748307,146.4160017,43737,,1.0,403000.0,403000.0,,1.0,,,,,,,,,,
Whittington,3219,-38.176358,144.3849841,43767,,8.0,660000.0,385000.0,490000.0,12.0,600000.0,370000.0,1.0,1.0,,,365.0,18.0,480.0,320.0
Whittlesea,3757,-37.4666309,145.1596592,43777,755000.0,24.0,3050000.0,450000.0,798000.0,51.0,3700000.0,475000.0,,,,40.0,430.0,15.0,550.0,300.0
Whorouly,3735,-36.5231859,146.5840737,43797,,1.0,640000.0,640000.0,,1.0,599000.0,599000.0,,,,,,3.0,360.0,300.0
Whorouly East,3735,-36.5231859,146.5840737,43807,,1.0,447000.0,447000.0,,1.0,450000.0,450000.0,,,,,,,,
Wilby,3728,-36.1554528,145.9135867,43847,,2.0,269000.0,240000.0,,1.0,269000.0,269000.0,,,,,,,,
Wildwood,3429,-37.5424727,144.7192376,43867,,,,,,1.0,6000000.0,6000000.0,,,,,,,,
Willaura,3379,-37.5195066,142.6172766,43927,,1.0,400000.0,400000.0,,1.0,360000.0,360000.0,,,,,,,,
Williams Landing,3027,-37.8614859,144.7439497,48227,795000.0,48.0,1300000.0,105000.0,780000.0,90.0,1600000.0,430000.0,4.0,2.0,,31.0,440.0,123.0,1826.0,340.0
Williamstown,3016,-37.8571449,144.8813738,43967,1628000.0,54.0,4400000.0,885000.0,1500000.0,107.0,5000000.0,630000.0,45.0,28.0,,42.0,670.0,91.0,1675.0,315.0
Williamstown North,3016,-37.8571449,144.8813738,43977,,2.0,1300000.0,895000.0,955000.0,13.0,1750000.0,795000.0,,,,,640.0,20.0,720.0,395.0
Willow Grove,3825,-38.0474021,146.2929381,43987,,,,,,3.0,790000.0,400000.0,,,,,,1.0,280.0,280.0
Wimbledon Heights,3922,-38.4898703,145.2038278,44067,,5.0,752000.0,610000.0,,8.0,880000.0,625000.0,,,,,,2.0,450.0,365.0
Winchelsea,3241,-38.260588,143.9541563,44087,680000.0,19.0,1825000.0,485000.0,668000.0,21.0,1800000.0,460000.0,1.0,1.0,,22.0,400.0,13.0,520.0,310.0
Winchelsea South,3241,-38.260588,143.9541563,44097,,1.0,1400000.0,1400000.0,,3.0,3000000.0,1400000.0,,,,,,,,
Windsor,3181,-37.8544481,144.996985,44117,1635000.0,28.0,9650000.0,575000.0,1540000.0,40.0,2490000.0,550000.0,21.0,14.0,,42.0,650.0,70.0,1600.0,330.0
Winslow,3281,-38.2466034,142.5532048,44237,,,,,,2.0,545000.0,435000.0,,,,,,1.0,430.0,430.0
Winton,3673,-36.675664,146.1588712,44257,,2.0,840000.0,530000.0,,2.0,790000.0,450000.0,,,,,,,,
Wodonga,3690,-36.1118041,146.8423556,44317,503000.0,117.0,1440000.0,250000.0,495000.0,140.0,1400000.0,189000.0,19.0,5.0,,30.0,410.0,158.0,650.0,200.0
Wollert,3750,-37.5891893,144.9942305,44357,700000.0,149.0,1560000.0,340000.0,609000.0,722.0,1450000.0,200000.0,47.0,28.0,,97.0,420.0,168.0,2511.0,320.0
Wonga Park,3115,-37.7347069,145.2590707,44437,2200000.0,13.0,3560000.0,1001000.0,1540000.0,24.0,3850000.0,570000.0,2.0,1.0,,48.0,,3.0,1600.0,550.0
Wongarra,3234,-38.6077436,143.8454596,104557,,,,,,1.0,2700000.0,2700000.0,,,,,,,,
Wonthaggi,3995,-38.6238593,145.6023644,44467,606000.0,38.0,1175000.0,320000.0,599000.0,69.0,1300000.0,195000.0,,,,25.0,410.0,18.0,495.0,320.0
Woodend,3442,-37.3324774,144.5437205,44557,945000.0,31.0,2575000.0,650000.0,1149000.0,50.0,2600000.0,590000.0,2.0,1.0,,41.0,480.0,19.0,850.0,375.0
Woodend North,3442,-37.3324774,144.5437205,44567,,2.0,1300000.0,1120000.0,,4.0,1650000.0,275000.0,,,,,,1.0,825.0,825.0
Woodford,3281,-38.2466034,142.5532048,44607,,3.0,1450000.0,660000.0,,5.0,1470000.0,650000.0,1.0,1.0,,,,,,
Woodleigh,3945,-38.3930465,145.6911745,44637,,,,,,1.0,1900000.0,1900000.0,,,,,,,,
Woodside,3874,-38.5234965,146.8985944,44687,,,,,,1.0,450000.0,450000.0,,,,,,,,
Woodside Beach,3874,-38.5234965,146.8985944,44707,,2.0,435000.0,413000.0,,1.0,435000.0,435000.0,,,,,,,,
Woodstock,3751,-37.5365105,145.0603633,44737,,1.0,2475000.0,2475000.0,544000.0,60.0,3900000.0,321000.0,,,,,,,,
Woodstock on Loddon,3551,-36.8021738,144.4779988,44757,,,,,,1.0,1500000.0,1500000.0,,,,,,,,
Woodvale,3556,-36.6478425,144.1938221,44787,,,,,,1.0,690000.0,690000.0,,,,,,,,
Woolamai,3995,-38.6238593,145.6023644,44817,,,,,,1.0,900000.0,900000.0,,,,,,,,
Woomelang,3485,-35.6652195,142.7455935,44907,,,,,,5.0,275000.0,100000.0,,,,,,,,
Wooragee,3747,-36.3851254,146.6962857,44917,,1.0,816000.0,816000.0,,2.0,1295000.0,769000.0,,,,,,,,
Woori Yallock,3139,-37.8251456,145.5579927,44987,745000.0,21.0,1550000.0,580000.0,680000.0,23.0,2200000.0,315000.0,,,,18.0,,,,
Woorinen North,3589,-35.2667175,143.4662269,45027,,1.0,550000.0,550000.0,,,,,,,,,,,,
Wunghnu,3635,-36.1592629,145.3364703,45157,,,,,,1.0,430000.0,430000.0,,,,,,1.0,400.0,400.0
Wurruk,3850,-38.096577,147.0675028,45197,,6.0,920000.0,295000.0,,9.0,995000.0,269000.0,,,,,,2.0,510.0,390.0
Wycheproof,3527,-36.0005012,143.2611514,45217,,2.0,150000.0,140000.0,,8.0,295000.0,82000.0,,,,,,,,
Wye River,3234,-38.6077436,143.8454596,104567,,3.0,2315000.0,1204000.0,,4.0,2250000.0,1195000.0,,,,,,,,
Wyndham Vale,3024,-37.8706337,144.5875645,45307,560000.0,149.0,915000.0,387000.0,540000.0,551.0,983000.0,226000.0,17.0,15.0,,43.0,350.0,296.0,550.0,285.0
Yackandandah,3749,-36.3378001,146.8536008,45397,750000.0,11.0,1900000.0,400000.0,879000.0,16.0,1695000.0,578000.0,2.0,2.0,,,,2.0,520.0,290.0
Yalca,3637,-35.9530351,145.2922335,45407,,2.0,320000.0,220000.0,,1.0,320000.0,320000.0,,,,,,,,
Yallambie,3085,-37.7248812,145.0769045,45427,950000.0,15.0,1502000.0,765000.0,1040000.0,20.0,1450000.0,720000.0,15.0,8.0,,,480.0,11.0,600.0,370.0
Yambuk,3285,-38.2498873,141.9822579,45467,,1.0,505000.0,505000.0,,2.0,505000.0,360000.0,,,,,,,,
Yan Yean,3755,-37.5474779,145.1486206,45527,,2.0,1750000.0,1675000.0,,3.0,1800000.0,600000.0,1.0,1.0,,,,,,
Yangery,3283,-38.2179522,142.2337184,45607,,1.0,950000.0,950000.0,,1.0,995000.0,995000.0,,,,,,,,
Yannathan,3981,-38.1825837,145.5912693,45617,,,,,,1.0,595000.0,595000.0,,,,,,,,
Yarck,3719,-37.0473079,145.6023644,45637,,,,,,2.0,695000.0,495000.0,,,,,,1.0,300.0,300.0
Yarpturk,3283,-38.2179522,142.2337184,45647,,1.0,995000.0,995000.0,,1.0,1000000.0,1000000.0,,,,,,,,
Yarra Glen,3775,-37.6158673,145.3807298,45657,872000.0,24.0,2102000.0,650000.0,800000.0,26.0,2200000.0,595000.0,2.0,2.0,,21.0,,4.0,1250.0,415.0
Yarra Junction,3797,-37.8447909,145.702282,45677,728000.0,18.0,1100000.0,526000.0,650000.0,30.0,980000.0,285000.0,,,,26.0,,1.0,340.0,340.0
Yarragon,3823,-38.2245094,146.0584482,45707,,9.0,930000.0,545000.0,625000.0,16.0,930000.0,289000.0,,,,,,4.0,460.0,430.0
Yarragon South,3823,-38.2245094,146.0584482,45717,,,,,,1.0,975000.0,975000.0,,,,,,,,
Yarram,3971,-38.5613687,146.6065057,45737,443000.0,12.0,699000.0,180000.0,455000.0,30.0,1150000.0,215000.0,,,,,,6.0,380.0,285.0
Yarrambat,3091,-37.6404295,145.1320653,45747,,3.0,2600000.0,1610000.0,1500000.0,14.0,4375000.0,458000.0,2.0,,,,,,,
Yarraville,3013,-37.819811,144.8813738,45777,1290000.0,80.0,3202000.0,420000.0,1100000.0,106.0,2800000.0,400000.0,56.0,37.0,,50.0,520.0,193.0,950.0,150.0
Yarrawalla,3575,-36.0765288,144.1283863,45807,,,,,,1.0,900000.0,900000.0,,,,,,,,
Yarrawonga,3730,-36.0520717,145.8913207,45827,665000.0,47.0,1650000.0,270000.0,650000.0,156.0,1800000.0,290000.0,,,,47.0,450.0,44.0,1000.0,150.0
Yea,3717,-37.3030137,145.402868,45917,,8.0,950000.0,506000.0,640000.0,23.0,1150000.0,450000.0,,,,,,4.0,450.0,390.0
Yelta,3505,-34.189156,141.8100218,45957,,,,,,6.0,860000.0,160000.0,,,,,,,,
Yeodene,3249,-38.36853,143.4338092,45987,,1.0,920000.0,920000.0,,1.0,920000.0,920000.0,,,,,,,,
Yinnar,3869,-38.3637637,146.3712327,46047,,6.0,500000.0,245000.0,,9.0,1200000.0,274000.0,,,,,,3.0,420.0,270.0
Yinnar South,3869,-38.3637637,146.3712327,46057,,1.0,771000.0,771000.0,,4.0,1195000.0,749000.0,,,,,,,,
